,seq_id,taxon,family,genus,species,rank,full_len_mismatch_sum,three_end_mismatch_sum,gc_matches_fwd,gc_matches_rev,min_tm,delta_tm
2264,UK343-rbcl,Fragilaria tenera W.Smith Lange-Bertalot 1980,Fragilariaceae,Fragilaria,Fragilaria tenera,species,0,0,0,0,50.86,2.01
2265,UK344-rbcl,Ulnaria ulna Nitzsch P.Compere 2001,Fragilariaceae,Synedra,Ulnaria ulna,species,0,0,0,0,52.81,0.06
2266,UK353-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2267,UK358-rbcl,Ulnaria ulna Nitzsch P.Compere 2001,Fragilariaceae,Synedra,Ulnaria ulna,species,0,0,0,0,52.81,0.06
2268,UK363-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2269,UK369-rbcl,Navicula gregaria Donkin,Naviculaceae,Navicula,Navicula gregaria,species,0,0,0,0,50.86,2.01
2270,UK372-rbcl,Encyonema minutum Round et al.,Cymbellaceae,Encyonema,Encyonema minutum,species,1,0,0,0,50.86,2.01
2271,UK373-rbcl,Nitzschia palea Kutzing W.Smith 1856,Bacillariaceae,Nitzschia,Nitzschia palea,species,0,0,0,0,50.86,2.01
2272,UK375-rbcl,Nitzschia palea Kutzing W.Smith 1856,Bacillariaceae,Nitzschia,Nitzschia palea,species,0,0,0,0,50.86,2.01
2273,UK377-rbcl,Encyonema lunatum W.Smith Van Heurck 1896,Cymbellaceae,Cymbella,Encyonema lunatum,species,0,0,0,0,52.81,0.06
2274,UK378-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2275,UK379-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2276,UK380-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2277,UK381-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2278,UK382-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2279,UK383-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2280,UK385-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2281,UK387-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2282,UK388-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2283,UK391-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2284,UK394-rbcl,Psammothidium pseudoswazi J.R.Carter L.Bukhtiyarova  Round 1996,Achnanthidiaceae,Psammothidium,Psammothidium pseudoswazi,species,1,0,0,0,52.81,1.58
2285,UK396-rbcl,Brachysira neoexilis Lange-Bertalot 1994,Brachysiraceae,Brachysira,Brachysira neoexilis,species,1,1,0,0,50.86,3.53
2286,UK398-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2287,UK399-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2288,UK400-rbcl,Encyonopsis falaisensis Grunow Krammer 1997,Cymbellaceae,Encyonopsis,Encyonopsis falaisensis,species,0,0,0,0,50.86,2.01
2289,UK404-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2290,UK405-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2291,UK407-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2292,UK409-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2293,UK410-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2294,UK412-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2295,UK414-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2296,UK417-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2297,UK419-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2298,UK422-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2299,UK424-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2300,UK432-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2301,UK434-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2302,UK435-rbcl,Fragilaria joachimii Kahlert 2019,Fragilariaceae,Fragilaria,Fragilaria joachimii,species,0,0,0,0,50.86,2.01
2303,UK436-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2304,UK437-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2305,UK438-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2306,UK445-rbcl,Encyonema minutum Round et al.,Cymbellaceae,Encyonema,Encyonema minutum,species,1,0,0,0,50.86,2.01
2307,UK446-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2308,UK447-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2309,UK449-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2310,UK450-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2311,UK451-rbcl,Staurosira venter Ehrenberg Grunow 1889,Fragilariaceae,Staurosira,Staurosira venter,species,0,0,0,0,52.81,0.06
2312,UK455-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2313,UK456-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2314,UK457-rbcl,Gomphonema truncatum Ehrenberg 1832,Gomphonemataceae,Gomphonema,Gomphonema truncatum,species,0,0,0,0,52.81,0.06
2315,UK458-rbcl,Pinnularia microstauron Mayer 1913,Pinnulariaceae,Pinnularia,Pinnularia microstauron,species,0,0,0,0,52.81,0.06
2316,UK460-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2317,UK461-rbcl,Nitzschia fonticola Grunow Grunow 1881,Bacillariaceae,Nitzschia,Nitzschia fonticola,species,0,0,0,0,52.81,0.06
2318,UK467-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2319,UK468-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2320,UK470-rbcl,Nitzschia dissipata var. media Hantzsch Grunow 1881,Bacillariaceae,Nitzschia,Nitzschia dissipata,variety,0,0,0,0,50.86,2.01
2321,UK471-rbcl,Eunotia bilunaris Ehrenberg Schaarschmidt 1880,Fragilariaceae,Synedra,Eunotia bilunaris,species,1,0,0,0,50.86,3.53
2322,UK473-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2323,UK474-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2324,UK475-rbcl,Staurosira venter Ehrenberg Grunow 1889,Fragilariaceae,Staurosira,Staurosira venter,species,0,0,0,0,52.81,0.06
2325,UK477-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2326,UK486-rbcl,Nitzschia amphibia Grunow 1862,Bacillariaceae,Nitzschia,Nitzschia amphibia,species,1,1,0,0,50.86,3.53
2327,UK487-rbcl,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
2328,UK488-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2329,UK489-rbcl,Encyonema ventricosum Van Heurck 1880-1885,Cymbellaceae,Encyonema,Encyonema ventricosum,species,1,0,0,0,50.86,2.01
2330,UK494-rbcl,Diatoma tenuis C.Agardh 1812,Fragilariaceae,Diatoma,Diatoma tenuis,species,0,0,0,0,52.81,0.06
2331,UK498-rbcl,Staurosira venter Ehrenberg Grunow 1889,Fragilariaceae,Staurosira,Staurosira venter,species,0,0,0,0,52.81,0.06
2332,UK499-rbcl,Gomphonema saprophilum Lange-Bertalot  Reichardt Monnier,Gomphonemataceae,Gomphonema,Gomphonema saprophilum,species,0,0,0,0,52.81,0.06
2333,UK500-rbcl,Navicula radiosa Kutzing,Naviculaceae,Navicula,Navicula radiosa,species,0,0,0,0,50.86,2.01
2334,UK501-rbcl,Nitzschia soratensis E.A.Morales  M.L.Vis 2007,Bacillariaceae,Nitzschia,Nitzschia soratensis,species,0,0,0,0,50.86,2.01
2335,UK502-rbcl,Tryblionella debilis Arnott ex OMeara 1873,Bacillariaceae,Tryblionella,Tryblionella debilis,species,2,1,0,0,50.86,5.05
2336,UK503-rbcl,Nitzschia amphibia Grunow 1862,Bacillariaceae,Nitzschia,Nitzschia amphibia,species,1,0,0,0,50.86,3.53
2337,UK507-rbcl,Adlafia bryophila J.B.Petersen Gerd Moser Lange-Bertalot  D.Metzeltin 1998,Naviculaceae,Adlafia,Adlafia bryophila,species,0,0,0,0,50.86,2.01
2338,UK508-rbcl,Staurosira venter Ehrenberg Grunow 1889,Fragilariaceae,Staurosira,Staurosira venter,species,0,0,0,0,52.81,0.06
2339,UK509-rbcl,Staurosira venter Ehrenberg Grunow 1889,Fragilariaceae,Staurosira,Staurosira venter,species,0,0,0,0,52.81,0.06
2340,UK511-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2341,UK513-rbcl,Fragilaria heatherae Kahlert  M.G.Kelly 2019,Fragilariaceae,Fragilaria,Fragilaria heatherae,species,0,0,0,0,50.86,2.01
2342,UK514-rbcl,Fragilaria heatherae Kahlert  M.G.Kelly 2019,Fragilariaceae,Fragilaria,Fragilaria heatherae,species,0,0,0,0,50.86,2.01
2343,UK515-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2344,UK516-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2345,UK517-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2346,UK519-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2347,UK521-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2348,UK522-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2349,UK523-rbcl,Melosira varians C.Agardh 1827,Melosiraceae,Melosira,Melosira varians,species,0,0,0,0,50.86,2.01
2350,UK526-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2351,UK527-rbcl,Hippodonta capitata Ehrenberg Lange-Bertalot Metzeltin  Witkowski 1996,Naviculaceae,Hippodonta,Hippodonta capitata,species,0,0,0,0,52.81,0.06
2352,UK528-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2353,UK529-rbcl,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
2354,UK530-rbcl,Conticribra weissflogii Grunow K.Stachura-Suchoples  D.M.Williams 2009,Thalassiosiraceae,Conticribra,Conticribra weissflogii,species,0,0,0,0,50.86,2.01
2355,UK531-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2356,UK534-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2357,UK535-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2358,UK536-rbcl,Navicula gregaria Donkin,Naviculaceae,Navicula,Navicula gregaria,species,0,0,0,0,50.86,2.01
2359,UK538-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2360,UK539-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2361,UK540-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2362,UK541-rbcl,Surirella lacrimula J.D.English 2012,Surirellaceae,Surirella,Surirella lacrimula,species,0,0,0,0,52.81,0.06
2363,UK542-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2364,UK543-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2365,UK544-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2366,UK545-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2367,UK546-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2368,UK547-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2369,UK548-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2370,UK549-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2371,UK550-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2372,UK551-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2373,UK552-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2374,UK554-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2375,UK555-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2376,UK556-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2377,UK557-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2378,UK559-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2379,UK560-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2380,UK562-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2381,UK565-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2382,UK567-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2383,UK568-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2384,UK569-rbcl,Gomphonema utae Lange-Bertalot  E.Reichardt 1999,Gomphonemataceae,Gomphonema,Gomphonema utae,species,0,0,0,0,50.86,2.01
2385,UK570-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2386,UK571-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2387,UK572-rbcl,Gomphonema minutum C.Agardh C.Agardh 1831,Gomphonemataceae,Gomphonema,Gomphonema minutum,species,0,0,0,0,50.86,2.01
2388,UK573-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2389,UK574-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2390,UK575-rbcl,Fragilaria tenera W.Smith Lange-Bertalot 1980,Fragilariaceae,Fragilaria,Fragilaria tenera,species,0,0,0,0,50.86,2.01
2391,UK576-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2392,UK577-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2393,UK579-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2394,UK580-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2395,UK581-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2396,UK582-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2397,UK583-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2398,UK584-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2399,UK585-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2400,UK586-rbcl,Gomphonema minutum C.Agardh C.Agardh 1831,Gomphonemataceae,Gomphonema,Gomphonema minutum,species,0,0,0,0,50.86,2.01
2401,UK587-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2402,UK588-rbcl,Gomphonema saprophilum Lange-Bertalot  Reichardt Monnier,Gomphonemataceae,Gomphonema,Gomphonema saprophilum,species,0,0,0,0,52.81,0.06
2403,UK589-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2404,UK590-rbcl,Eunotia minor Fusey 1964,Eunotiaceae,Eunotia,Eunotia minor,species,1,0,0,0,50.86,2.01
2405,UK591-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2406,UK592-rbcl,Eunotia exigua Breb Rabh.,Eunotiaceae,Eunotia,Eunotia exigua,species,0,0,0,0,50.86,2.01
2407,UK594-rbcl,Gomphonema parvulum Kutzing Kutzing 1849,Gomphonemataceae,Gomphonema,Gomphonema parvulum,species,0,0,0,0,52.81,0.06
2408,UK595-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2409,UK598-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2410,UK599-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2411,UK602-rbcl,Navicula lanceolata Agardh Kutzing,Naviculaceae,Navicula,Navicula lanceolata,species,0,0,0,0,50.86,2.01
2412,UK603-rbcl,Nitzschia palea Kutzing W.Smith 1856,Bacillariaceae,Nitzschia,Nitzschia palea,species,0,0,0,0,50.86,2.01
2413,UK604-rbcl,Surirella angusta Kutzing 1844,Surirellaceae,Surirella,Surirella angusta,species,0,0,0,0,52.81,0.06
2414,UK605-rbcl,Nitzschia palea Kutzing W.Smith 1856,Bacillariaceae,Nitzschia,Nitzschia palea,species,0,0,0,0,50.86,2.01
2415,UK612-rbcl,Encyonema silesiacum Round et al.,Cymbellaceae,Encyonema,Encyonema silesiacum,species,2,1,0,0,50.86,3.53
2416,UK613-rbcl,Fragilaria tenera W.Smith Lange-Bertalot 1980,Fragilariaceae,Fragilaria,Fragilaria tenera,species,0,0,0,0,50.86,2.01
2417,UK614-rbcl,Tabellaria flocculosa Roth Kutzing 1844,Tabellariaceae,Tabellaria,Tabellaria flocculosa,species,2,0,0,0,52.81,1.58
2418,UK615-rbcl,Gomphonema acuminatum Ehrenberg 1832,Gomphonemataceae,Gomphonema,Gomphonema acuminatum,species,0,0,0,0,52.81,0.06
2419,UK617-rbcl,Eunotia bilunaris Ehrenberg Schaarschmidt 1880,Fragilariaceae,Synedra,Eunotia bilunaris,species,2,1,0,0,50.86,3.53
2420,UK619-rbcl,Nitzschia acidoclinata Lange-Bertalot 1976,Bacillariaceae,Nitzschia,Nitzschia acidoclinata,species,0,0,0,0,50.86,2.01
2421,UK621-rbcl,Fragilaria heatherae Kahlert  M.G.Kelly 2019,Fragilariaceae,Fragilaria,Fragilaria heatherae,species,0,0,0,0,50.86,2.01
2422,UK622-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2423,UK625-rbcl,Fragilaria tenera W.Smith Lange-Bertalot 1980,Fragilariaceae,Fragilaria,Fragilaria tenera,species,0,0,0,0,50.86,2.01
2424,UK633-rbcl,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
2425,UK634-rbcl,Achnanthidium minutissimum Kutzing Czarnecki 1994,Achnanthaceae,Achnanthes,Achnanthidium minutissimum,species,0,0,0,0,50.86,2.01
2426,UK641-rbcl,Melosira varians C.Agardh 1827,Melosiraceae,Melosira,Melosira varians,species,0,0,0,0,50.86,2.01
2427,UK643-rbcl,Fragilaria gracilis strup 1910,Fragilariaceae,Fragilaria,Fragilaria gracilis,species,0,0,0,0,50.86,2.01
2428,UK645-rbcl,Pseudostaurosira brevistriata Grunow D.M.Williams  Round 1987,Fragilariaceae,Pseudostaurosira,Pseudostaurosira brevistriata,species,0,0,0,0,52.81,0.06
2429,UK647-rbcl,Pseudostaurosira brevistriata Grunow D.M.Williams  Round 1987,Fragilariaceae,Pseudostaurosira,Pseudostaurosira brevistriata,species,0,0,0,0,52.81,0.06
2430,UK648-rbcl,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
2431,UK649-rbcl,Nitzschia dissipata var. media Hantzsch Grunow 1881,Bacillariaceae,Nitzschia,Nitzschia dissipata,variety,0,0,0,0,50.86,2.01
2432,UK650-rbcl,Nitzschia fonticola Grunow Grunow 1881,Bacillariaceae,Nitzschia,Nitzschia fonticola,species,0,0,0,0,52.81,0.06
2433,UK651-rbcl,Ulnaria acus Kutzing M.Aboal 2003,Fragilariaceae,Synedra,Ulnaria acus,species,0,0,0,0,50.86,2.01
2434,UK653-rbcl,Fragilaria mesolepta Rabenhorst 1861,Fragilariaceae,Fragilaria,Fragilaria mesolepta,species,0,0,0,0,50.86,2.01
2435,UK654-rbcl,Gomphonema acuminatum Ehrenberg 1832,Gomphonemataceae,Gomphonema,Gomphonema acuminatum,species,0,0,0,0,50.86,2.01
2436,UK655-rbcl,Surirella lacrimula J.D.English 2012,Surirellaceae,Surirella,Surirella lacrimula,species,0,0,0,0,52.81,0.06
